Central Planning Mean,Smart Market Mean ,Bilateral Market Mean,Smart Market Proportional Mean
2624.6084002426564,955.2104310434388,899.5528319176137,0.0
2611.5411841448163,964.7896145160194,834.6538117569846,0.0
2714.9799699092873,1030.291492327513,922.7596085356793,0.0
2650.889709406141,1018.2599803775465,841.8990103562548,0.0
2650.889709406141,1018.2599803775465,926.2605801417097,0.0
2660.347884806925,993.8229406091705,956.3235625015828,0.0
2610.3565009421263,1025.4464174918958,911.6999026864954,0.0
2517.0459134789776,1063.7141881432854,898.9145067953411,0.0
2528.1966021941985,1053.9941982233067,937.9615572593518,0.0
2543.991357041527,1162.300651651125,957.3240549159393,0.0
2531.5796969535127,1189.4597703296931,932.9858300221304,0.0
2539.697177275817,1170.059142850656,909.1651661459821,0.0
2539.697177275817,1170.059142850656,880.4619991771731,0.0
2498.906221672366,1171.0772376561872,915.4019188862943,0.0
2404.00377949128,1151.2168282624716,879.5236313290067,0.0
2404.00377949128,1151.2168282624716,882.7295079771056,0.0
2158.8838591590757,1012.4995808200638,826.4314914743267,0.0
2158.8838591590757,1012.4995808200638,792.0351649539338,0.0
2109.2808135677747,937.0163531201142,743.7557404481,0.0
2078.1824407741547,970.5663764942601,786.7917637460114,0.0
1944.268932617613,902.2748958560605,697.5783264529746,0.0
1741.2689428163383,811.6876353575408,651.6684073911398,0.0
1578.568676138946,703.0243404836528,578.1941235628288,0.0
1551.4539273067287,703.0243404836547,571.5970449199355,0.0
1420.481693538966,621.9547255181751,516.5911339106748,0.0
1420.481693538966,621.9547255181751,518.5146765583016,0.0
1232.4779687624723,505.6643012894019,396.60557292308056,0.0
1208.5589432575296,502.4131708494151,412.0160442332859,0.0
1221.885905537325,502.4131708494151,385.7934649440416,0.0
1271.9376964398807,576.0693013512882,428.8840229797714,0.0
1166.0166119936027,494.4452902392186,383.62114460951943,0.0
1041.7567981588427,438.04809486852355,352.20487881264853,0.0
992.1340902666574,427.20628898112955,293.80679767776945,0.0
905.2249194085495,393.9435719806588,272.7925360330404,0.0
802.1672682588203,349.61558794111806,242.7357071925855,0.0
609.0074762079057,280.05565487275453,187.86560334404075,0.0
455.65129585387695,209.57968611393517,116.60335720231323,0.0
398.2878772514166,204.59256198649928,129.90200864244179,0.0
398.3451252284298,204.59256198649928,144.79709910113087,0.0
327.8456860948851,198.6868681768501,134.32165379362613,0.0
327.8456860948851,198.6868681768501,139.06404922018828,0.0
147.0804568328026,54.34802966069947,34.38612569193519,0.0
-0.00023318654557158425,0.0,0.0,0.0
